interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
39	literatureRecord	An Afrotropical  species  whose  adults  and  nymphs  are  usually  found  on Artiodactyla: Bovidae, but larvae have also been recovered from this type of host; adults and nymphs have been collected from Artiodactyla: Suidae, and Carnivora: Canidae; adults alone have been found on Afrosoricida: Tenricidae, and Proboscidea: Elephantidae; larvae have rarely been collected from Galliformes: Phasianidae. There are no records of Amblyomma astrion causing human parasitism.		Amblyomma astrion	Ixodidae			adults and nymphs	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Carnivora: Canidae	Canidae			Afrotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
40	literatureRecord	An Afrotropical  species  whose  adults  and  nymphs  are  usually  found  on Artiodactyla: Bovidae, but larvae have also been recovered from this type of host; adults and nymphs have been collected from Artiodactyla: Suidae, and Carnivora: Canidae; adults alone have been found on Afrosoricida: Tenricidae, and Proboscidea: Elephantidae; larvae have rarely been collected from Galliformes: Phasianidae. There are no records of Amblyomma astrion causing human parasitism.		Amblyomma astrion	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Afrosoricida: Tenricidae	Tenricidae			Afrotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
41	literatureRecord	An Afrotropical  species  whose  adults  and  nymphs  are  usually  found  on Artiodactyla: Bovidae, but larvae have also been recovered from this type of host; adults and nymphs have been collected from Artiodactyla: Suidae, and Carnivora: Canidae; adults alone have been found on Afrosoricida: Tenricidae, and Proboscidea: Elephantidae; larvae have rarely been collected from Galliformes: Phasianidae. There are no records of Amblyomma astrion causing human parasitism.		Amblyomma astrion	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Proboscidea: Elephantidae	Elephantidae			Afrotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
42	literatureRecord	An Afrotropical  species  whose  adults  and  nymphs  are  usually  found  on Artiodactyla: Bovidae, but larvae have also been recovered from this type of host; adults and nymphs have been collected from Artiodactyla: Suidae, and Carnivora: Canidae; adults alone have been found on Afrosoricida: Tenricidae, and Proboscidea: Elephantidae; larvae have rarely been collected from Galliformes: Phasianidae. There are no records of Amblyomma astrion causing human parasitism.		Amblyomma astrion	Ixodidae			larvae	http://purl.obolibrary.org/obo/RO_0002454	rarely collected from	FALSE		Galliformes: Phasianidae	Phasianidae			Afrotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
43	literatureRecord	An Afrotropical  species  whose  adults  and  nymphs  are  usually  found  on Artiodactyla: Bovidae, but larvae have also been recovered from this type of host; adults and nymphs have been collected from Artiodactyla: Suidae, and Carnivora: Canidae; adults alone have been found on Afrosoricida: Tenricidae, and Proboscidea: Elephantidae; larvae have rarely been collected from Galliformes: Phasianidae. There are no records of Amblyomma astrion causing human parasitism.		Amblyomma astrion	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo Sapiens	Hominidae			Afrotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
44	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Carnivora: Canidae	Canidae			Neotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
45	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Carnivora: Felidae	Felidae			Neotropical	Wilma Wei					
46	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Carnivora: Procyonidae	Procyonidae			Neotropical	Wilma Wei				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
47	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			immature stages, including the undescribed larva	http://purl.obolibrary.org/obo/RO_0002454	commonly recovered from	FALSE		Passeriformes: serveral families	serveral			Neotropical	Wilma Wei					
48	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			adults and immature stages	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Mammalia - several orders				Neotropical	Wilma Wei					
49	literatureRecord	A Neotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Procyonidae; immature stages, including the undescribed larva, are commonly recovered from Passeriformes (several families); adults and immature stages have also been collected from Mammalia (several or-ders). Amblyomma aureolatum is a sporadic parasite of humans.		Amblyomma aureolatum	Ixodidae			all known life stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Homo Sapiens	Hominidae	human		Neotropical	Wilma Wei					
50	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adults, larvae, and nymphs 	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Cingulata: Chlamyphoridae	Chlamyphoridae			Neotropical	Wilma Wei					
51	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adults, larvae, and nymphs 	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Cingulata: Dasypodidae	Dasypodidae			Neotropical	Wilma Wei					
52	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on and recovered from	FALSE		Didelphimorphia: Didelphidae	Didelphidae			Neotropical	Wilma Wei					
53	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Carnivora: Canidae	Canidae			Neotropical	Wilma Wei					
54	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Carnivora: Mephitidae	Mephitidae			Neotropical	Wilma Wei					
55	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Carnivora: Procyonidae	Procyonidae			Neotropical	Wilma Wei					
