interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
61	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adults and nymphs	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Rodentia: Chinchillidae	Chinchillidae			Neotropical	Wilma Wei					
62	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adult	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Carnivora: Mustelidae	Mustelidae			Neotropical	Wilma Wei					
63	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adult	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Perissodactyla: Equidae	Equidae			Neotropical	Wilma Wei					
64	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			adult	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Squamata: Iguanidae	Iguanidae			Neotropical	Wilma Wei					
65	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Artiodactyla: Cervidae	Cervidae			Neotropical	Wilma Wei					
66	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Rodentia: Cricetidae	Cricetidae			Neotropical	Wilma Wei					
67	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Rodentia: Dasyproctidae	Dasyproctidae			Neotropical	Wilma Wei					
68	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Rodentia: Echimyidae	Echimyidae			Neotropical	Wilma Wei					
69	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Accipitriformes: Accipitridae	Accipitridae			Neotropical	Wilma Wei					
70	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			immature stages	http://purl.obolibrary.org/obo/RO_0002454	taken from	FALSE		Passeriformes: serveral families	several famiies			Neotropical	Wilma Wei					
71	literatureRecord	A Neotropical  species  with  several  records  from  the  Nearctic  Region. Adults of Amblyomma auricularium are usually found on Cingulata: Chlamyphoridae and Dasypodidae, while larvae and nymphs are also commonly recovered from these hosts as well as from Didelphimorphia: Didelphidae. Additionally, all parasitic stages have been found on Didelphidae, and Carnivora: Canidae, Felidae, Mephitidae and Procyonidae. Adults and nymphs have been collected from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Pilosa: Myrmecophagidae, and Rodentia: Caviidae and Chinchillidae; adult ticks alone have been found on Carnivora: Mustelidae, Perissodactyla: Equidae, and Squamata: Iguanidae; and immature stages alone have been taken from Artiodactyla: Cervidae; Rodentia: Cricetidae, Dasyproctidae and Echimyidae; Accipitriformes: Accipitridae, and Passeriformes (several families) (Guglielmone & Robbins 2018; Bermúdez et al. 2018, Barbieri et al. 2019). No bona fide records of Amblyomma auricularium feeding on humans were listed in Guglielmone and Robbins(2018), but recently Lopes et al. (2018) reported a case of human parasitism by a nymph in Natal City in the Brazilian State of Rio Grande do Norte.		Amblyomma auricularium	Ixodidae			known nymph	http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Homo Sapiens	Hominidae	human		Neotropical	Wilma Wei					
72	literatureRecord	An Australasian species whose adults and nymphs are usually found on Monotremata: Tachyglossidae; adult ticks have been collected from Squamata (unknown family). There are no records of Amblyomma australiense feeding on humans.		Amblyomma australiense	Ixodidae			adults and nymphs	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Monotremata: Tachyglossidae	Tachyglossidae			Australasian	Wilma Wei					
73	literatureRecord	An Australasian species whose adults and nymphs are usually found on Monotremata: Tachyglossidae; adult ticks have been collected from Squamata (unknown family). There are no records of Amblyomma australiense feeding on humans.		Amblyomma australiense	Ixodidae			adults	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Squamata: unknown family	unknown			Australasian	Wilma Wei					
74	literatureRecord	An Australasian species whose adults and nymphs are usually found on Monotremata: Tachyglossidae; adult ticks have been collected from Squamata (unknown family). There are no records of Amblyomma australiense feeding on humans.		Amblyomma australiense	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo Sapiens	Hominidae	human		Australasian	Wilma Wei					
75	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			all parasitic stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of/found on	FALSE		Artiodactyla: Bovidae	Bovidae			Australasian	Wilma Wei					
76	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			all parasitic stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of/found on	FALSE		Artiodactyla: Suidae	Suidae			Australasian	Wilma Wei					
77	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			all parasitic stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of/rarely found on	FALSE		Rodentia: Muridae	Muridae			Australasian	Wilma Wei					
78	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			adults and nymphs	http://purl.obolibrary.org/obo/RO_0002454	usually found on	FALSE		Artiodactyla: Cervidae	Cervidae			Australasian	Wilma Wei					
79	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			adults and nymphs	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Perissodactyla: Equidae	Equidae			Australasian	Wilma Wei					
80	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae			nymphs	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Carnivora: Viverridae	Viverridae			Australasian	Wilma Wei					
81	literatureRecord	An Australasian species, all of whose parasitic stages have been found on Artiodactyla: Bovidae and Suidae, and rarely on Rodentia: Muridae, but adults and nymphs are usually found on Artiodactyla: Bovidae, Cervidae and Suidae. Nymphs and adult ticks have also been collected from Perissodactyla: Equidae, and nymphs alone from Carnivora: Viverridae. Amblyomma babirussae is a sporadic parasite of humans.		Amblyomma babirussae	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Homo Sapiens	Hominidae	humans		Australasian	Wilma Wei					
82	literatureRecord	A Neotropical species known only to parasitize Cingulata: Dasypodidae.		Amblyomma beaurepairei	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Cingulata: Dasypodidae	Dasypodidae			Neotropical	Wilma Wei					
83	literatureRecord	A fossil species whose hosts are unknown		Amblyomma birmitum	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454									Wilma Wei	Amblyomma birmitum is a fossil species, but the rather well-preserved prosoma lacks porose areas (a char-acteristic morphological feature of ixodid females), indicating that the specimen may be a male, despite being de-scribed as a female in Chitimia-Dobler et al. (2017a).The describers of Amblyomma birmitum even claim to have measured the porose areas, but the presence of these structures is not supported by any of the illustrations, including a drawing of the dorsum of the basis capituli.				
84	literatureRecord	A Neotropical species, all stages of which are known only to parasitize Artiodactyla: Tayassuidae. 		Amblyomma boeroi				all known parasitic stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Artiodactyla: Tayassuidae	Tayassuidae			Neotropical	Wilma Wei					
85	literatureRecord	A Palearctic species, all of whose parasitic stages are usually found on Rodentia: Cricetidae, but nymphs and larvae have also been collected from Rodentia: Muridae. There are no records of Anomalohimalaya cricetuli causing human parasitism.		Anomalohimalaya cricetuli	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Rodentia: Cricetidae	Cricetidae			Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF69-FF43-FF07-F9916061CA22	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
86	literatureRecord	A Palearctic species, all of whose parasitic stages are usually found on Rodentia: Cricetidae, but nymphs and larvae have also been collected from Rodentia: Muridae. There are no records of Anomalohimalaya cricetuli causing human parasitism.		Anomalohimalaya cricetuli	Ixodidae			nymphs and larvae	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Rodentia: Muridae	Muridae			Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF69-FF43-FF07-F9916061CA22	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
87	literatureRecord	An Oriental and Palearctic species, as pro-posed by Camicas et al. (1998), rather than exclusively Palearctic as proposed in Guglielmone et al. (2014). The adults of Anomalohimalaya lamai are usually found on Rodentia: Cricetidae, but all parasitic stages have been col-lected from Cricetidae. Nymphs and larvae have also been found on Rodentia: Muridae, and Soricomorpha: Soric-idae; nymphs alone have been recovered from Lagomorpha: Leporidae. There are no records of Anomalohimalaya lamai causing human parasitism.		Anomalohimalaya lamai	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Rodentia: Cricetidae	Cricetidae			Oriental and Palearctic  			TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF43-FF07-FE3566C1C8E3	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
88	literatureRecord	An Oriental and Palearctic species, as pro-posed by Camicas et al. (1998), rather than exclusively Palearctic as proposed in Guglielmone et al. (2014). The adults of Anomalohimalaya lamai are usually found on Rodentia: Cricetidae, but all parasitic stages have been col-lected from Cricetidae. Nymphs and larvae have also been found on Rodentia: Muridae, and Soricomorpha: Soric-idae; nymphs alone have been recovered from Lagomorpha: Leporidae. There are no records of Anomalohimalaya lamai causing human parasitism.		Anomalohimalaya lamai	Ixodidae			nymphs and larvae	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Rodentia: Muridae	Muridae			Oriental and Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF43-FF07-FE3566C1C8E3	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
89	literatureRecord	An Oriental and Palearctic species, as pro-posed by Camicas et al. (1998), rather than exclusively Palearctic as proposed in Guglielmone et al. (2014). The adults of Anomalohimalaya lamai are usually found on Rodentia: Cricetidae, but all parasitic stages have been col-lected from Cricetidae. Nymphs and larvae have also been found on Rodentia: Muridae, and Soricomorpha: Soric-idae; nymphs alone have been recovered from Lagomorpha: Leporidae. There are no records of Anomalohimalaya lamai causing human parasitism.		Anomalohimalaya lamai	Ixodidae			nymphs and larvae	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Rodentia: Soricomorpha	Soricidae			Oriental and Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF43-FF07-FE3566C1C8E3	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
90	literatureRecord	An Oriental and Palearctic species, as pro-posed by Camicas et al. (1998), rather than exclusively Palearctic as proposed in Guglielmone et al. (2014). The adults of Anomalohimalaya lamai are usually found on Rodentia: Cricetidae, but all parasitic stages have been col-lected from Cricetidae. Nymphs and larvae have also been found on Rodentia: Muridae, and Soricomorpha: Soric-idae; nymphs alone have been recovered from Lagomorpha: Leporidae. There are no records of Anomalohimalaya lamai causing human parasitism.		Anomalohimalaya lamai	Ixodidae			nymphs  	http://purl.obolibrary.org/obo/RO_0002454	parasite of 	TRUE		Lagomorpha: Leporidae	Leoporidae			Oriental and Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF43-FF07-FE3566C1C8E3	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
91	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Rhynchocephalia: Sphenodontidae, with a rare record of adults from Squamata: Gekkonidae. There are no records of Archaeocroton sphenodonti causing human parasitism.		Archaeocroton sphenodonti	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Rhynchocephalia: Sphenodontidae	Sphenodontidae			Australasian	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF40-FF07-F99164DAC926	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
92	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Rhynchocephalia: Sphenodontidae, with a rare record of adults from Squamata: Gekkonidae. There are no records of Archaeocroton sphenodonti causing human parasitism.		Archaeocroton sphenodonti	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Squamata: Gekkonidae	Gekkonidae		adults	Australasian	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF40-FF07-F99164DAC926	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
93	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Rhynchocephalia: Sphenodontidae, with a rare record of adults from Squamata: Gekkonidae. There are no records of Archaeocroton sphenodonti causing human parasitism.		Archaeocroton sphenodonti	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo Sapien	Hominidae	human		Australasian	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF68-FF40-FF07-F99164DAC926	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
